"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
2.114326280E2,6.150278132E1,2.361083654E1,1.214259249E2,1.700000048E0,1.713000031E2,3.790092468E0,2.500000000E0
2.124327649E2,6.150276534E1,2.361084191E1,1.213956392E2,1.710000038E0,1.713999939E2,3.790092468E0,2.500000000E0
2.134332534E2,6.150274941E1,2.361084707E1,1.217705659E2,1.700000048E0,1.720000000E2,3.790092468E0,2.500000000E0
2.144324988E2,6.150273345E1,2.361085192E1,1.219938202E2,1.700000048E0,1.716000061E2,3.790092468E0,2.500000000E0
2.154330364E2,6.150271756E1,2.361085744E1,1.219504731E2,1.610000014E0,1.713000031E2,3.790092468E0,2.500000000E0
2.164324774E2,6.150270191E1,2.361086316E1,1.218595797E2,1.590000033E0,1.696999969E2,3.790092468E0,2.500000000E0
2.174327721E2,6.150268672E1,2.361086849E1,1.216193337E2,1.529999971E0,1.696000061E2,3.790092468E0,2.500000000E0
2.184332605E2,6.150267157E1,2.361087360E1,1.219317610E2,1.590000033E0,1.693000031E2,3.790092468E0,2.500000000E0
2.194323958E2,6.150265536E1,2.361087822E1,1.219664775E2,1.679999948E0,1.705000000E2,3.790092468E0,2.500000000E0
2.204332663E2,6.150263846E1,2.361088381E1,1.218709445E2,1.669999957E0,1.695000000E2,3.790092468E0,2.500000000E0
2.214331031E2,6.150262179E1,2.361089000E1,1.218361417E2,1.629999995E0,1.686000061E2,3.790092468E0,2.500000000E0
2.224325810E2,6.150260572E1,2.361089591E1,1.215694057E2,1.539999962E0,1.681999969E2,3.790092468E0,2.500000000E0
2.234331153E2,6.150259018E1,2.361090143E1,1.215824553E2,1.649999976E0,1.688999939E2,3.790092468E0,2.500000000E0
2.244329167E2,6.150257450E1,2.361090725E1,1.215715180E2,1.639999986E0,1.686999969E2,3.790092468E0,2.500000000E0
2.254332929E2,6.150255923E1,2.361091367E1,1.213398779E2,1.629999995E0,1.676999969E2,3.790092468E0,2.500000000E0
2.264325168E2,6.150254369E1,2.361092059E1,1.212351297E2,1.629999995E0,1.663000031E2,3.790092468E0,2.500000000E0
2.274324172E2,6.150252799E1,2.361092881E1,1.210238751E2,1.669999957E0,1.656000061E2,3.790092468E0,2.500000000E0
2.284332200E2,6.150251260E1,2.361093807E1,1.211655871E2,1.620000005E0,1.646000061E2,3.790092468E0,2.500000000E0
2.294332695E2,6.150249785E1,2.361094648E1,1.211957883E2,1.620000005E0,1.643000031E2,3.790092468E0,2.500000000E0
2.304330262E2,6.150248339E1,2.361095332E1,1.212352671E2,1.570000052E0,1.655000000E2,3.790092468E0,2.500000000E0
2.314332575E2,6.150246829E1,2.361095889E1,1.212883561E2,1.720000029E0,1.678000031E2,3.790092468E0,2.500000000E0
2.324326668E2,6.150245344E1,2.361096309E1,1.214439843E2,1.620000005E0,1.701000061E2,3.790092468E0,2.500000000E0
2.334324849E2,6.150243921E1,2.361096624E1,1.215430333E2,1.629999995E0,1.711000061E2,3.790092468E0,2.500000000E0
2.344324805E2,6.150242462E1,2.361096920E1,1.213857955E2,1.620000005E0,1.716000061E2,3.790092468E0,2.500000000E0
2.354331233E2,6.150241010E1,2.361097143E1,1.214138603E2,1.639999986E0,1.730000000E2,3.790092468E0,2.500000000E0
2.364330277E2,6.150239538E1,2.361097294E1,1.212369079E2,1.649999976E0,1.746999969E2,3.790092468E0,2.500000000E0
2.374327118E2,6.150237994E1,2.361097287E1,1.214073670E2,1.759999990E0,1.773000031E2,3.790092468E0,2.500000000E0
2.384330865E2,6.150236436E1,2.361097160E1,1.212993225E2,1.720000029E0,1.785000000E2,3.790092468E0,2.500000000E0
2.394324513E2,6.150234943E1,2.361096984E1,1.215329533E2,1.659999967E0,1.796999969E2,3.790092468E0,2.500000000E0
2.404330558E2,6.150233457E1,2.361096750E1,1.215488106E2,1.639999986E0,1.803000031E2,3.790092468E0,2.500000000E0
2.414326933E2,6.150231973E1,2.361096420E1,1.215994580E2,1.629999995E0,1.818000031E2,3.790092468E0,2.500000000E0
2.424324777E2,6.150230516E1,2.361095975E1,1.218844806E2,1.629999995E0,1.835000000E2,3.790092468E0,2.500000000E0
2.434329971E2,6.150229056E1,2.361095564E1,1.217616051E2,1.639999986E0,1.848000031E2,3.790092468E0,2.500000000E0
2.444331262E2,6.150227657E1,2.361095063E1,1.216099216E2,1.629999995E0,1.853000031E2,3.790092468E0,2.500000000E0
2.454327154E2,6.150226289E1,2.361094452E1,1.214190536E2,1.610000014E0,1.881999969E2,3.790092468E0,2.500000000E0
2.464332179E2,6.150224913E1,2.361093777E1,1.214935664E2,1.629999995E0,1.898000031E2,3.790092468E0,2.500000000E0
2.474325716E2,6.150223548E1,2.361093121E1,1.210948127E2,1.570000052E0,1.916999969E2,3.790092468E0,2.500000000E0
2.484325825E2,6.150222153E1,2.361092445E1,1.211624894E2,1.629999995E0,1.905000000E2,3.790092468E0,2.500000000E0
2.494327180E2,6.150220760E1,2.361091922E1,1.212309597E2,1.620000005E0,1.893999939E2,3.790092468E0,2.500000000E0
2.504330745E2,6.150219354E1,2.361091504E1,1.213385534E2,1.620000005E0,1.875000000E2,3.790092468E0,2.500000000E0
2.514326190E2,6.150218027E1,2.361091034E1,1.216910208E2,1.529999971E0,1.873000031E2,3.790092468E0,2.500000000E0
2.524331721E2,6.150216703E1,2.361090452E1,1.218412177E2,1.590000033E0,1.891000061E2,3.790092468E0,2.500000000E0
2.534327709E2,6.150215349E1,2.361089679E1,1.221369830E2,1.620000005E0,1.918999939E2,3.790092468E0,2.500000000E0
2.544327698E2,6.150213540E1,2.361088590E1,1.219453179E2,2.450000048E0,1.935000000E2,3.790092468E0,2.500000000E0
2.554330046E2,6.150211762E1,2.361087716E1,1.220455843E2,1.769999981E0,1.928999939E2,3.790092468E0,2.500000000E0
2.564327651E2,6.150210277E1,2.361086986E1,1.222402745E2,1.700000048E0,1.928999939E2,3.790092468E0,2.500000000E0
2.574326540E2,6.150208605E1,2.361086199E1,1.223478049E2,2.079999924E0,1.923000031E2,3.790092468E0,2.500000000E0
2.584325307E2,6.150206978E1,2.361085399E1,1.231064588E2,1.730000019E0,1.933000031E2,3.790092468E0,2.500000000E0
2.594332765E2,6.150205375E1,2.361084593E1,1.232155767E2,2.109999895E0,1.931999969E2,3.790092468E0,2.500000000E0
2.604330420E2,6.150203798E1,2.361083689E1,1.234936400E2,1.799999952E0,1.938000031E2,3.790092468E0,2.500000000E0
2.614329312E2,6.150202506E1,2.361082953E1,1.238050309E2,1.600000024E0,1.938999939E2,3.790092468E0,2.500000000E0
2.624320725E2,6.150200930E1,2.361082136E1,1.244681041E2,2.299999952E0,1.941000061E2,3.790092468E0,2.500000000E0
2.634317702E2,6.150199025E1,2.361081270E1,1.248836161E2,2.349999905E0,1.936999969E2,3.790092468E0,2.500000000E0
2.644315447E2,6.150197307E1,2.361080507E1,1.248737755E2,2.259999990E0,1.943999939E2,3.790092468E0,2.500000000E0
2.654314023E2,6.150195672E1,2.361079796E1,1.250707228E2,2.269999981E0,1.936999969E2,3.790092468E0,2.500000000E0
2.664320809E2,6.150194100E1,2.361079055E1,1.247105417E2,2.170000076E0,1.933999939E2,3.790092468E0,2.500000000E0
2.674321097E2,6.150192600E1,2.361078314E1,1.251664011E2,2.150000095E0,1.921000061E2,3.790092468E0,2.500000000E0
2.684317551E2,6.150191253E1,2.361077547E1,1.247966392E2,1.940000057E0,1.928999939E2,3.790092468E0,2.500000000E0
2.694315415E2,6.150190057E1,2.361076763E1,1.244719835E2,1.830000043E0,1.940000000E2,3.790092468E0,2.500000000E0
2.704318862E2,6.150188868E1,2.361075896E1,1.245613292E2,1.889999986E0,1.961000061E2,3.790092468E0,2.500000000E0
2.714313734E2,6.150187843E1,2.361074909E1,1.246399950E2,1.600000024E0,1.981000061E2,3.790092468E0,2.500000000E0
2.724320906E2,6.150186795E1,2.361073661E1,1.244211141E2,1.889999986E0,1.996000061E2,3.790092468E0,2.500000000E0
2.734317655E2,6.150185844E1,2.361072288E1,1.243608643E2,1.580000043E0,2.026000061E2,3.790092468E0,2.500000000E0
2.744316023E2,6.150184995E1,2.361070975E1,1.242235889E2,1.600000024E0,2.041999969E2,3.790092468E0,2.500000000E0
2.754314231E2,6.150183995E1,2.361069677E1,1.242787562E2,1.840000033E0,2.040000000E2,3.790092468E0,2.500000000E0
2.764323835E2,6.150182860E1,2.361068426E1,1.248126212E2,1.759999990E0,2.020000000E2,3.790092468E0,2.500000000E0
2.774319409E2,6.150181742E1,2.361067350E1,1.249664205E2,1.720000029E0,2.001999969E2,3.790092468E0,2.500000000E0
2.784318848E2,6.150180776E1,2.361066357E1,1.249080018E2,1.480000019E0,2.006999969E2,3.790092468E0,2.500000000E0
2.794317164E2,6.150179857E1,2.361065281E1,1.247579697E2,1.570000052E0,2.016000061E2,3.790092468E0,2.500000000E0
2.804315435E2,6.150178877E1,2.361064046E1,1.246659814E2,1.600000024E0,2.035000000E2,3.790092468E0,2.500000000E0
2.814323674E2,6.150177889E1,2.361062827E1,1.244406923E2,1.580000043E0,2.045000000E2,3.790092468E0,2.500000000E0
2.824317665E2,6.150176844E1,2.361061632E1,1.243618261E2,1.610000014E0,2.043999939E2,3.790092468E0,2.500000000E0
2.834315879E2,6.150175724E1,2.361060464E1,1.241490482E2,1.669999957E0,2.048000031E2,3.790092468E0,2.500000000E0
2.844319682E2,6.150174508E1,2.361059114E1,1.240136010E2,1.809999943E0,2.055000000E2,3.790092468E0,2.500000000E0
2.854322162E2,6.150173410E1,2.361057749E1,1.238270073E2,1.539999962E0,2.068000031E2,3.790092468E0,2.500000000E0
2.864318824E2,6.150172371E1,2.361056534E1,1.237560757E2,1.480000019E0,2.073000031E2,3.790092468E0,2.500000000E0
2.874314069E2,6.150171273E1,2.361055180E1,1.235707637E2,1.549999952E0,2.086000061E2,3.790092468E0,2.500000000E0
2.884320071E2,6.150170221E1,2.361053736E1,1.235243070E2,1.370000005E0,2.118000031E2,3.790092468E0,2.500000000E0
2.894323588E2,6.150169208E1,2.361052296E1,1.234713809E2,1.419999957E0,2.130000000E2,3.790092468E0,2.500000000E0
2.904315751E2,6.150168100E1,2.361050765E1,1.228953216E2,1.549999952E0,2.128999939E2,3.790092468E0,2.500000000E0
2.914322715E2,6.150166923E1,2.361049318E1,1.228915275E2,1.490000010E0,2.108000031E2,3.790092468E0,2.500000000E0
2.924321234E2,6.150165769E1,2.361047821E1,1.227374650E2,1.480000019E0,2.118999939E2,3.790092468E0,2.500000000E0
2.934315299E2,6.150164680E1,2.361046243E1,1.221501755E2,1.379999995E0,2.143000031E2,3.790092468E0,2.500000000E0
2.944321631E2,6.150163498E1,2.361044438E1,1.218071477E2,1.679999948E0,2.143000031E2,3.790092468E0,2.500000000E0
2.954317704E2,6.150162366E1,2.361042711E1,1.218850189E2,1.370000005E0,2.145000000E2,3.790092468E0,2.500000000E0
2.964315442E2,6.150161347E1,2.361041143E1,1.220713505E2,1.360000014E0,2.146000061E2,3.790092468E0,2.500000000E0
2.974322599E2,6.150160341E1,2.361039530E1,1.224808267E2,1.399999976E0,2.170000000E2,3.790092468E0,2.500000000E0
2.984321690E2,6.150159290E1,2.361037755E1,1.225159128E2,1.549999952E0,2.181999969E2,3.790092468E0,2.500000000E0
2.994316720E2,6.150158287E1,2.361035967E1,1.223904768E2,1.389999986E0,2.181999969E2,3.790092468E0,2.500000000E0
3.004323482E2,6.150157263E1,2.361034277E1,1.226484636E2,1.500000000E0,2.161000061E2,3.790092468E0,2.500000000E0
3.014320617E2,6.150156123E1,2.361032546E1,1.225332804E2,1.549999952E0,2.143999939E2,3.790092468E0,2.500000000E0
3.024317646E2,6.150154971E1,2.361030773E1,1.223874576E2,1.559999943E0,2.136999969E2,3.790092468E0,2.500000000E0
3.034314700E2,6.150153944E1,2.361028924E1,1.220615819E2,1.470000029E0,2.156999969E2,3.790092468E0,2.500000000E0
3.044321279E2,6.150152897E1,2.361026983E1,1.221566045E2,1.549999952E0,2.158999939E2,3.790092468E0,2.500000000E0
3.054319175E2,6.150151872E1,2.361025110E1,1.221909584E2,1.450000048E0,2.161999969E2,3.790092468E0,2.500000000E0
3.064323663E2,6.150150830E1,2.361023128E1,1.216214302E2,1.600000024E0,2.163000031E2,3.790092468E0,2.500000000E0
3.074317679E2,6.150149747E1,2.361021028E1,1.213441990E2,1.620000005E0,2.163000031E2,3.790092468E0,2.500000000E0
3.084316366E2,6.150148623E1,2.361019027E1,1.210741697E2,1.580000043E0,2.155000000E2,3.790092468E0,2.500000000E0
3.094322962E2,6.150147576E1,2.361017121E1,1.211833525E2,1.429999948E0,2.158000031E2,3.790092468E0,2.500000000E0
3.104317720E2,6.150146540E1,2.361015229E1,1.213459411E2,1.519999981E0,2.165000000E2,3.790092468E0,2.500000000E0
3.114323427E2,6.150145499E1,2.361013373E1,1.214603119E2,1.460000038E0,2.175000000E2,3.790092468E0,2.500000000E0
3.124317652E2,6.150144537E1,2.361011599E1,1.211591560E2,1.389999986E0,2.178000031E2,3.790092468E0,2.500000000E0
3.134323118E2,6.150143533E1,2.361009432E1,1.211046427E2,1.639999986E0,2.231999969E2,3.790092468E0,2.500000000E0
3.144317657E2,6.150142445E1,2.361007070E1,1.211159246E2,1.679999948E0,2.253000031E2,3.790092468E0,2.500000000E0
3.154323209E2,6.150141331E1,2.361004730E1,1.207948698E2,1.559999943E0,2.271000061E2,3.790092468E0,2.500000000E0
3.164317709E2,6.150140213E1,2.361002422E1,1.203428335E2,1.570000052E0,2.258999939E2,3.790092468E0,2.500000000E0
3.174322306E2,6.150139091E1,2.361000076E1,1.200391127E2,1.600000024E0,2.270000000E2,3.790092468E0,2.500000000E0
3.184317663E2,6.150138001E1,2.360997794E1,1.199914956E2,1.529999971E0,2.273000031E2,3.790092468E0,2.500000000E0
3.194315277E2,6.150136925E1,2.360995575E1,1.198100286E2,1.529999971E0,2.258999939E2,3.790092468E0,2.500000000E0
3.204320331E2,6.150135748E1,2.360993373E1,1.198065393E2,1.570000052E0,2.251999969E2,3.790092468E0,2.500000000E0
3.214319952E2,6.150134569E1,2.360991236E1,1.193780622E2,1.529999971E0,2.233999939E2,3.790092468E0,2.500000000E0
3.224322568E2,6.150133406E1,2.360989220E1,1.193321537E2,1.529999971E0,2.225000000E2,3.790092468E0,2.500000000E0
3.234316109E2,6.150132187E1,2.360987118E1,1.191664326E2,1.639999986E0,2.221999969E2,3.790092468E0,2.500000000E0
3.244319049E2,6.150131044E1,2.360984911E1,1.188052776E2,1.509999990E0,2.250000000E2,3.790092468E0,2.500000000E0
3.254315824E2,6.150129976E1,2.360982614E1,1.186405953E2,1.610000014E0,2.278000031E2,3.790092468E0,2.500000000E0
3.264320632E2,6.150128961E1,2.360980190E1,1.185354226E2,1.590000033E0,2.300000000E2,3.790092468E0,2.500000000E0
3.274320197E2,6.150128012E1,2.360977886E1,1.187108290E2,1.519999981E0,2.306000061E2,3.790092468E0,2.500000000E0
3.284323000E2,6.150127038E1,2.360975540E1,1.185220385E2,1.600000024E0,2.300000000E2,3.790092468E0,2.500000000E0
3.294319107E2,6.150126036E1,2.360973126E1,1.183657795E2,1.590000033E0,2.291999969E2,3.790092468E0,2.500000000E0
3.304317686E2,6.150125028E1,2.360970725E1,1.183721181E2,1.590000033E0,2.293000031E2,3.790092468E0,2.500000000E0
3.314322844E2,6.150124157E1,2.360968383E1,1.183490389E2,1.549999952E0,2.308999939E2,3.790092468E0,2.500000000E0
3.324317655E2,6.150123421E1,2.360966052E1,1.182499109E2,1.440000057E0,2.326999969E2,3.790092468E0,2.500000000E0
3.334315986E2,6.150122664E1,2.360963679E1,1.183135635E2,1.519999981E0,2.326000061E2,3.790092468E0,2.500000000E0
3.344317650E2,6.150121911E1,2.360961267E1,1.183051946E2,1.450000048E0,2.338999939E2,3.790092468E0,2.500000000E0
3.354319348E2,6.150121104E1,2.360958755E1,1.184256704E2,1.620000005E0,2.351999969E2,3.790092468E0,2.500000000E0
3.364317612E2,6.150120298E1,2.360956074E1,1.181701086E2,1.610000014E0,2.386999969E2,3.790092468E0,2.500000000E0
3.374314161E2,6.150119513E1,2.360953283E1,1.179190635E2,1.570000052E0,2.378999939E2,3.790092468E0,2.500000000E0
3.384320451E2,6.150118797E1,2.360950706E1,1.178689468E2,1.450000048E0,2.376999969E2,3.790092468E0,2.593831301E0
3.394314885E2,6.150118037E1,2.360948019E1,1.176379215E2,1.639999986E0,2.365000000E2,3.790092468E0,3.042093754E0
3.404317848E2,6.150117228E1,2.360945230E1,1.179364368E2,1.519999981E0,2.363000031E2,3.790092468E0,2.993882895E0
3.414317729E2,6.150116614E1,2.360942866E1,1.179624318E2,1.230000019E0,2.406000061E2,3.790092468E0,3.390622854E0
3.424323617E2,6.150116059E1,2.360940546E1,1.177866451E2,1.389999986E0,2.423000031E2,3.790092468E0,3.351122379E0
3.434317755E2,6.150115381E1,2.360938071E1,1.183869804E2,1.590000033E0,2.405000000E2,3.790092468E0,3.519314528E0
3.444316114E2,6.150114542E1,2.360935408E1,1.186432591E2,1.649999976E0,2.353999939E2,3.795847893E0,3.481749058E0
3.454322911E2,6.150113616E1,2.360932810E1,1.188775035E2,1.590000033E0,2.350000000E2,3.856834412E0,3.510725021E0
3.464314649E2,6.150112831E1,2.360930141E1,1.192756895E2,1.570000052E0,2.390000000E2,3.811947823E0,3.440103769E0
3.474317720E2,6.150112107E1,2.360927355E1,1.193882313E2,1.590000033E0,2.406000061E2,3.790092468E0,3.288160563E0
3.484317833E2,6.150111462E1,2.360924550E1,1.193812058E2,1.580000043E0,2.413999939E2,3.790092468E0,3.330188274E0
3.494323759E2,6.150110901E1,2.360921863E1,1.198009389E2,1.490000010E0,2.436000061E2,3.790092468E0,3.367056847E0
3.504319686E2,6.150110383E1,2.360919287E1,1.199737852E2,1.450000048E0,2.456999969E2,3.790092468E0,3.307337046E0
3.514321441E2,6.150109830E1,2.360916634E1,1.199851321E2,1.580000043E0,2.461000061E2,3.790092468E0,3.062771797E0
3.524322818E2,6.150109415E1,2.360914081E1,1.196807453E2,1.419999957E0,2.481000061E2,3.790092468E0,2.930088758E0
3.534317242E2,6.150109049E1,2.360911544E1,1.199169472E2,1.450000048E0,2.503000031E2,3.790092468E0,2.969510794E0
3.544319769E2,6.150108691E1,2.360908899E1,1.199124876E2,1.519999981E0,2.526999969E2,3.790092468E0,3.151514292E0
3.554324001E2,6.150108201E1,2.360906128E1,1.202832710E2,1.529999971E0,2.503999939E2,3.790092468E0,3.166568518E0
3.564316768E2,6.150107653E1,2.360903312E1,1.202744763E2,1.610000014E0,2.498999939E2,3.790092468E0,3.252418995E0
3.574317676E2,6.150107085E1,2.360900448E1,1.200563918E2,1.529999971E0,2.496999969E2,3.790092468E0,3.188824415E0
3.584319550E2,6.150106505E1,2.360897648E1,1.201788225E2,1.539999962E0,2.490000000E2,3.790092468E0,3.242253542E0
3.594319871E2,6.150105889E1,2.360894825E1,1.203913407E2,1.590000033E0,2.491999969E2,3.790092468E0,3.006446123E0
3.604320114E2,6.150105287E1,2.360892044E1,1.203325578E2,1.509999990E0,2.491000061E2,3.790092468E0,2.917994976E0
3.614320635E2,6.150104700E1,2.360889304E1,1.202070025E2,1.600000024E0,2.525000000E2,3.790092468E0,2.500000000E0
3.624321617E2,6.150104233E1,2.360886498E1,1.196873442E2,1.519999981E0,2.548000031E2,3.790092468E0,2.500000000E0
3.634322283E2,6.150103845E1,2.360883717E1,1.196387558E2,1.549999952E0,2.562000122E2,3.790092468E0,2.500000000E0
3.644316289E2,6.150103442E1,2.360880799E1,1.196566956E2,1.539999962E0,2.551000061E2,3.790092468E0,2.500000000E0
3.654317700E2,6.150103124E1,2.360877761E1,1.196957542E2,1.590000033E0,2.562999878E2,3.790092468E0,2.500000000E0
3.664321108E2,6.150102927E1,2.360874608E1,1.194680289E2,1.639999986E0,2.586000061E2,3.790092468E0,2.500000000E0
3.674321989E2,6.150102771E1,2.360871475E1,1.195929652E2,1.519999981E0,2.596000061E2,3.790092468E0,2.500000000E0
3.684317355E2,6.150102691E1,2.360868391E1,1.200683049E2,1.559999943E0,2.628999939E2,3.790092468E0,2.500000000E0
3.694317650E2,6.150102912E1,2.360865725E1,1.199954293E2,1.240000010E0,2.716000061E2,3.790092468E0,2.500000000E0
3.704320352E2,6.150103607E1,2.360863154E1,1.197895009E2,1.600000024E0,2.897000122E2,3.790092468E0,2.500000000E0
3.714314377E2,6.150104700E1,2.360860611E1,1.190858950E2,1.620000005E0,3.042000122E2,3.790092468E0,2.500000000E0
3.724315893E2,6.150105885E1,2.360858356E1,1.182169457E2,1.399999976E0,3.090000000E2,3.790092468E0,2.500000000E0
3.734319889E2,6.150106821E1,2.360856261E1,1.184289272E2,1.340000033E0,3.047000122E2,3.790092468E0,2.500000000E0
3.744315957E2,6.150107380E1,2.360854152E1,1.174103758E2,1.129999995E0,2.905000000E2,3.790092468E0,2.500000000E0
3.754320103E2,6.150107787E1,2.360851813E1,1.174124531E2,1.330000043E0,2.801000061E2,3.790092468E0,2.500000000E0
3.764321162E2,6.150108087E1,2.360849176E1,1.172741485E2,1.350000024E0,2.725000000E2,3.790092468E0,2.500000000E0
3.774321913E2,6.150108255E1,2.360846477E1,1.177511993E2,1.350000024E0,2.717999878E2,3.790092468E0,2.500000000E0
3.784321136E2,6.150108365E1,2.360843753E1,1.179738551E2,1.379999995E0,2.675000000E2,3.790092468E0,2.500000000E0
3.794323208E2,6.150108323E1,2.360840888E1,1.173733896E2,1.509999990E0,2.632999878E2,3.790092468E0,2.500000000E0
3.804317677E2,6.150108148E1,2.360837912E1,1.169900860E2,1.480000019E0,2.612000122E2,3.790092468E0,2.500000000E0
3.814322448E2,6.150108035E1,2.360835149E1,1.164404622E2,1.379999995E0,2.597000122E2,3.790092468E0,2.500000000E0
3.824322363E2,6.150107830E1,2.360832454E1,1.162174979E2,1.409999967E0,2.585000000E2,3.790092468E0,2.500000000E0
3.834316688E2,6.150107560E1,2.360829640E1,1.159404558E2,1.450000048E0,2.586000061E2,3.790092468E0,2.500000000E0
3.844315482E2,6.150107256E1,2.360826623E1,1.160602640E2,1.519999981E0,2.567000122E2,3.790092468E0,2.515762568E0
3.854317673E2,6.150107025E1,2.360823659E1,1.163972969E2,1.470000029E0,2.607000122E2,3.790092468E0,2.644386053E0
3.864314382E2,6.150106853E1,2.360820563E1,1.167281046E2,1.559999943E0,2.611000061E2,3.790092468E0,2.585516453E0
3.874317635E2,6.150106664E1,2.360817383E1,1.168757456E2,1.500000000E0,2.641000061E2,3.790092468E0,2.691876411E0
3.884320199E2,6.150106569E1,2.360814215E1,1.174286609E2,1.490000010E0,2.651000061E2,3.790092468E0,3.220609665E0
3.894316162E2,6.150106439E1,2.360810855E1,1.177002036E2,1.539999962E0,2.657999878E2,3.790092468E0,2.880572319E0
3.904320055E2,6.150106385E1,2.360807293E1,1.179961610E2,1.679999948E0,2.678999939E2,3.790092468E0,3.094598532E0
3.914323106E2,6.150106389E1,2.360803701E1,1.184671066E2,1.570000052E0,2.703999939E2,3.790092468E0,2.941470623E0
3.924320132E2,6.150106547E1,2.360800795E1,1.184303632E2,1.279999971E0,2.760000000E2,3.790092468E0,2.500000000E0
3.934320107E2,6.150106816E1,2.360797852E1,1.187049611E2,1.490000010E0,2.780000000E2,3.790092468E0,2.500000000E0
3.944314903E2,6.150106958E1,2.360794840E1,1.186698656E2,1.509999990E0,2.751000061E2,3.790092468E0,2.500000000E0
3.954315553E2,6.150106966E1,2.360791712E1,1.185639681E2,1.580000043E0,2.720000000E2,3.790092468E0,2.652895451E0
3.964316638E2,6.150106944E1,2.360788556E1,1.185188615E2,1.559999943E0,2.722999878E2,3.790092468E0,2.500000000E0
3.974317044E2,6.150106974E1,2.360785546E1,1.181052860E2,1.490000010E0,2.732000122E2,3.790092468E0,2.500000000E0
3.984320460E2,6.150107082E1,2.360782729E1,1.177507933E2,1.360000014E0,2.747000122E2,3.790092468E0,2.510993958E0
3.994313803E2,6.150107292E1,2.360779852E1,1.178431398E2,1.529999971E0,2.768999939E2,3.790092468E0,2.500000000E0
4.004318918E2,6.150107524E1,2.360776879E1,1.178102422E2,1.519999981E0,2.781000061E2,3.790092468E0,2.500000000E0
4.014316977E2,6.150107801E1,2.360773973E1,1.177153944E2,1.529999971E0,2.796000061E2,3.790092468E0,2.500000000E0
4.024319219E2,6.150108116E1,2.360771129E1,1.178289209E2,1.480000019E0,2.787000122E2,3.790092468E0,2.500000000E0
4.034319977E2,6.150108307E1,2.360767889E1,1.179800439E2,1.740000010E0,2.767000122E2,3.790092468E0,2.500000000E0
4.044319628E2,6.150108507E1,2.360764747E1,1.174447656E2,1.539999962E0,2.762000122E2,3.790092468E0,2.500000000E0
4.054319960E2,6.150108703E1,2.360761765E1,1.168123805E2,1.559999943E0,2.742999878E2,3.790092468E0,2.500000000E0
4.064317666E2,6.150108897E1,2.360758845E1,1.168225735E2,1.500000000E0,2.778999939E2,3.790092468E0,2.500000000E0
4.074317692E2,6.150109067E1,2.360755642E1,1.174547754E2,1.570000052E0,2.758999939E2,3.790092468E0,2.500000000E0
4.084321471E2,6.150109106E1,2.360753104E1,1.173510758E2,9.900000095E-1,2.748999939E2,3.790092468E0,2.500000000E0
4.094314249E2,6.150109096E1,2.360751030E1,1.171292729E2,1.139999986E0,2.708999939E2,3.790092468E0,2.500000000E0
4.104320391E2,6.150109071E1,2.360748889E1,1.159677727E2,1.200000048E0,2.697000122E2,3.790092468E0,2.500000000E0
4.114321971E2,6.150109060E1,2.360746910E1,1.150361310E2,1.139999986E0,2.706000061E2,3.790092468E0,2.500000000E0
4.124321179E2,6.150109053E1,2.360744880E1,1.145598116E2,1.169999957E0,2.687999878E2,3.790092468E0,2.500000000E0
4.134321082E2,6.150109052E1,2.360742825E1,1.142940025E2,1.269999981E0,2.691000061E2,3.790092468E0,2.616671801E0
4.144319063E2,6.150109047E1,2.360740595E1,1.132072705E2,1.309999943E0,2.671000061E2,3.790092468E0,2.695624828E0
4.154321839E2,6.150109085E1,2.360738206E1,1.135704898E2,1.320000052E0,2.681000061E2,3.790092468E0,3.026200533E0
4.164322673E2,6.150109126E1,2.360735867E1,1.132665340E2,1.289999962E0,2.677000122E2,3.790092468E0,2.946769714E0
4.174316980E2,6.150109239E1,2.360733553E1,1.126262749E2,1.269999981E0,2.708999939E2,3.790092468E0,2.563048840E0
4.184317652E2,6.150109367E1,2.360730901E1,1.131198049E2,1.419999957E0,2.717000122E2,3.790092468E0,2.500000000E0
4.194317886E2,6.150109514E1,2.360728196E1,1.134512867E2,1.240000010E0,2.751000061E2,3.790092468E0,2.500000000E0
4.204314959E2,6.150109614E1,2.360725388E1,1.135045699E2,1.419999957E0,2.741000061E2,3.790092468E0,2.500000000E0
4.214318969E2,6.150109697E1,2.360722362E1,1.137163611E2,1.470000029E0,2.732000122E2,3.790092468E0,2.585676670E0
4.224320423E2,6.150109692E1,2.360718814E1,1.136422016E2,1.879999995E0,2.681000061E2,3.790092468E0,2.794670343E0
4.234323337E2,6.150109595E1,2.360715023E1,1.134068475E2,1.919999957E0,2.661000061E2,3.790092468E0,3.160980940E0
4.244314666E2,6.150109477E1,2.360711129E1,1.132136684E2,1.919999957E0,2.672999878E2,3.790092468E0,3.056505203E0
4.254315418E2,6.150109488E1,2.360707879E1,1.137194042E2,1.590000033E0,2.708999939E2,3.790092468E0,3.313866854E0
4.264314888E2,6.150109610E1,2.360705210E1,1.147695748E2,1.269999981E0,2.736000061E2,3.790092468E0,3.100752354E0
4.274315924E2,6.150109696E1,2.360702496E1,1.156863222E2,1.340000033E0,2.696000061E2,3.790092468E0,3.192390680E0
